name,price,description,rating,user,categoryType,conditionType,offerType
KHXWGVIYHL,71.38,ATFGXY8ZUWUV081QRLNU7MDXITHXD57BU5FPRG1W5IGS6I4TQJ,2.2,60,ART,NEW,BUY_NOW
HH1ZPIVNHW,2401.0,64BZK3ASTN4MUQKY53KGYIZSEWNGE4SCXHLZI6D6XLRR9D067T,2.3,81,FASHION,NEW_WITH_DEFECT,BUY_NOW
VGCL0Q1023,2046.53,J6KKXB32ZT9KOH9TDZ9YBMQ6W52RWAPVIM7VNT6DNPQSKBFSEY,2.75,1,ELECTRONICS,NEW_WITHOUT_TAG,BUY_NOW
3I9QK77PT4,388.85,7NIWVCCS18YZRTJGFCK00A2O9BMW8TU171ECAPCW64Y5FL5SOO,3.08,8,FASHION,NEW_WITH_DEFECT,AUCTION
DQ6FGS22N6,465.12,SGH1F37SCXPYV0NFBOOLUN7LHBG8YWUVDISIL7ZBTGKTUGN2IU,0.5,96,ELECTRONICS,NEW_WITH_DEFECT,BUY_NOW
8ML144BV98,3767.64,G9ACXDRGS04FIYN20OJOACFPG26G6NKZPB1QCN7LVJVE10JIDY,1.36,94,FOOD,USED,BUY_NOW
VAEB1HKAJM,40.57,VBSI09Z0HHWV7JJU8E7FZYFU2JK4WM0CDKX4TSF9ZR02BPMLVU,1.37,30,HEALTH,NEW_WITH_DEFECT,BUY_NOW
T0RXRPUR2H,3989.37,RK4ALMGLJSHN7XKKHV7WYMCM8MS0D5OL9KB7Q1839M2VCI1ASA,1.41,54,BEAUTY,NEW,BUY_NOW
4040IW53S5,3287.29,FYP5FFJ22XWJKTVDFZW4Q98S0CDQN0U3CN77I5UGMVU2GOJGDV,4.09,53,BEAUTY,NEW_WITHOUT_TAG,BUY_NOW
0GJ706HCTP,4060.82,UQG420ZMDQCG0J9L7K7RCPKWSL8P8MLPF1JIQB0NSCNJSIO83F,0.36,1,ART,NEW_WITHOUT_TAG,BUY_NOW
AKA9PY2AZY,4891.93,84BWZ1HKGHC3M123BEZW5L39HCDCM4OJZJ6QIVDG29G44KSTWK,1.84,95,FASHION,NEW,BUY_NOW
UKTFPZWSHC,4015.5,AR5WEXX0Y0VVSODMIKIGK6GU4OPT9GRGLCSHY2XE2GGLESRWV8,4.52,36,HEALTH,NEW_WITH_DEFECT,AUCTION
AK6GDVDZXU,2916.9,VLDOB9H9FJBLS1F6Y0BMEQW4XKYSMWKK278YH8PJ9TW2QTYU64,1.72,99,FOOD,NEW,AUCTION
A0ZT57XBZW,900.26,MJOYNF7QFC4PPJ345O4T4KP45WNMDL6NSKLJ60R3GLXF4FSBSW,3.43,64,HEALTH,NEW,BUY_NOW
BIUDHI7LY8,4789.72,PKGJM592JIQHUHNF48QGDBTZWYPZJJT1LFMKK4HMS9DF3AYAEN,3.39,95,ART,NEW_WITHOUT_TAG,AUCTION
F2WYJMX2AW,2627.36,3C38E87YENR1E8CG0HKQUNRIY091GK9CL8N1G6GKOVB03X3YC2,3.92,26,SPORT,NEW_WITHOUT_TAG,AUCTION
UV0POZ1K7V,456.67,STT1YE5HJ4SE2P6I0BRP5EX76JCO5PCC5VAG5I984T5KXCVZHA,2.3,99,FOOD,NEW_WITHOUT_TAG,BUY_NOW
908PX6AGE3,1363.65,NPGK2KHPN3088ACJOQAG8GQIAN1077IBFIXQVGCMVLYUBZ86OB,3.52,19,ART,NEW_WITH_DEFECT,BUY_NOW
VJWUKU855S,2456.34,G2A0DLT0AGY1R1M6W1EZ51QXBHI48OP9V8E0QNMBC3RT6JLVSB,0.18,17,FOOD,NEW_WITHOUT_TAG,BUY_NOW
LQLBEB7AJZ,4443.82,5EAHD5R3WZ84WNO5PLL55O4JB5S0Z0DID6ALE0HXK6CLZQD3A1,2.25,8,FOOD,NEW_WITHOUT_TAG,AUCTION
T9UBH5URUT,348.04,DWXLKCYQKGLBJ08KC7UO5MNLKMR3K8OZVRJKGO2VQ368X7INX9,4.04,86,ART,NEW,BUY_NOW
K35H43Z1V1,630.32,7VN3TVTQMIY20PY6D95WV75EL6A5M5HHEEQT4UHC52ECSS72HU,4.07,62,SPORT,USED,BUY_NOW
R5251PLIGQ,161.46,FQ55LW82BWNXOXXUIZ3QJP1PIS418VBE9XSSB2PWT7JQ1PTN2A,0.51,38,ELECTRONICS,NEW_WITHOUT_TAG,AUCTION
Y2PI8ZHMFW,568.31,4SO8ZBZL4IVGFH7MW3FXK4OD6LPX3CT00K7TZ4FULLHOBXPKPY,3.83,89,SPORT,NEW,BUY_NOW
8P7OTNGKHM,1932.94,040ZKTTCC1MFIL0SRSGF98L9AR6C9JMCWBY0SCW39RLH1GQFR0,3.0,98,HOME_AND_GARDEN,NEW_WITH_DEFECT,BUY_NOW
7XL9UZTKW4,3389.78,Z52YB6Q0WDKQWQVPK8OPHQNAY32F7XEHSJJ5ETVRL1EZUNUJ4S,2.58,51,SPORT,NEW_WITHOUT_TAG,BUY_NOW
RH878D2K6W,1651.37,QNALXLO4FQPRHOUU2M5Y0VNXXQHH1FQ19QJFTN7RFS1TIXX1C3,0.35,37,FASHION,NEW,AUCTION
K75S7G2D3P,2199.7,39IOP4JBBRZ5V2CU18E6Y9L0PH713Y3Q2PP46XYVB2ROP1XUQ7,1.39,83,HOME_AND_GARDEN,NEW_WITH_DEFECT,BUY_NOW
0EBAMLCVKW,3044.0,UPQDX4V1UYMF2RGUZSU9NGEIG95LVKHHGC5HSPU2J4BQOH02PM,4.66,70,BEAUTY,NEW,AUCTION
2QY7F8LL12,4684.83,WMEYIWGFR9W3IPNIOK0FU72Y8VLELIOAVVM7ED1BDVZKFEYFM1,2.4,19,SPORT,NEW_WITH_DEFECT,AUCTION
19J4W1TPFR,897.37,LKJ9DRF70848CUBU7NG6XWQ7BG7K44DREREF68SDZPLX4PSKE8,0.07,79,ART,NEW_WITHOUT_TAG,BUY_NOW
CATBFYIUDY,4510.07,R57D1OIYJQHQC6VG7T2W6G8CY6TRI741RI5ISYXUYZWVWV5POS,3.93,52,HEALTH,NEW_WITH_DEFECT,AUCTION
7TPVDMTUSY,2919.94,1MCJMWXRHRLP0IPI339269HW23AUXEHGYE2B910FOYL74PV0GW,4.82,40,ART,USED,AUCTION
24L7VV0QOE,1446.66,B2E0ZMK0KZAG8OGE9NXYDEB5KDZTQMF3SSRU9J2Q7ZMJ1P4EB2,4.69,5,HOME_AND_GARDEN,NEW_WITH_DEFECT,AUCTION
WKNJ52ZHO7,141.03,M99CI1NDI4RXRIEZEAG5ABSCDVP9MCBTYHH8BTOU4J7IGO0NCE,3.59,50,SPORT,NEW,AUCTION
AGI9D0A135,2734.1,R73DDYPAN5Y15ZJOJMDALOLDZ2Q62AUB1IV8N52JVV66DT2UU6,3.31,43,HOME_AND_GARDEN,USED,BUY_NOW
SY6I5BQFUZ,1764.47,5UI1HJWLB05JZQI2ME83JH3267P41YJ35AWBBB1CMJCRZ9UQT1,2.07,79,HEALTH,NEW_WITH_DEFECT,AUCTION
W83QCZ7CGW,1306.58,I9YIYI3D4ECOQE1BF9NATIBNI713D39GRXOHM3LTUCKXSOOTUS,4.01,18,FASHION,NEW,AUCTION
DPLOG3TC5D,1562.7,7HGLP8RIDK7TGVEIEXFCU752X9DC3QB45FIV6DLY71XD8NH1QI,0.61,56,HOME_AND_GARDEN,NEW,AUCTION
3D3N8OBWUE,660.62,SH82OXHU7PM4NMYN0R0HP1UGOCXU4TG7YCDFP0R5Z6SBJ39TCC,4.01,7,BEAUTY,NEW_WITH_DEFECT,AUCTION
UR2HNWASVO,688.3,5F2RPRR205GZ6K4LK8PZJT0T07B06DWF4YI2SX49J03W3N98PM,2.49,55,BEAUTY,USED,AUCTION
3LIAODWNLP,1449.11,WFTQWQMAG0SYL0I4VD1AXFTIZCR3ODX25UDEVJG8TZAFWLJH9W,0.87,34,SPORT,NEW,AUCTION
H4U40KQL3O,515.61,JJJ785GAOM9ZELCV0NE7ARH7KXV0XTIHB4HRT3G562R16DN0FZ,3.82,29,BEAUTY,USED,AUCTION
XHBZUHUJLM,3700.42,DGK2MCEKVQONQR47V2DOFTYHK7G404RPKRX3SHM6J7234AQOBX,2.76,61,HEALTH,NEW_WITH_DEFECT,BUY_NOW
NXH5URS7BE,976.71,W2CHGKXL9I0OTU3YWN2OPAHR95XVV96BXU3IGPWJ00FSFJC5MN,1.85,94,BEAUTY,NEW_WITHOUT_TAG,BUY_NOW
WBBQPG1PSL,1528.19,OTIXIXQHPAYHHOGDLAYIBG3X9DOGKRISD7D2Y55O1FKD31599S,2.76,14,AUTOMOTIVE,NEW,BUY_NOW
W2BARITHBR,460.99,020AKU4WCDR94NFQJN1UPUUS33RZBKRY9H3B9TRULEVZE81PQG,0.06,61,AUTOMOTIVE,NEW_WITHOUT_TAG,AUCTION
RH11VVYCCF,3283.51,RKIVFZ63YU4AVPB4EW32ER7W6D4LLVT75XNOITWAVNGPFREQ4L,3.45,68,SPORT,USED,AUCTION
HRNPKTDX2C,3511.31,XSTIJGGZ90A3HT960UNZJGB60VOXRBP28O1CHSXSVHK5I2DJHL,3.16,14,FASHION,NEW_WITHOUT_TAG,BUY_NOW
26NO7R02B5,85.3,3XS1XHP9RGNJJIXH2YZNMJB8FT7X8BE0XHXRJR1GXMSIUO0VEB,0.78,20,ELECTRONICS,NEW_WITHOUT_TAG,BUY_NOW
CMUIM5WNPT,1524.64,38NMMTFQOPIZNVTGQ62I11IM2IMJKN22MWC1D27TGN5T3AJBU6,3.29,35,BEAUTY,NEW,AUCTION
F8WPTB26OL,4455.88,P6CPZJVRCX3BS40BVY3VQGKYKFSRTWVU1YDB01DMWI1UUTCGTA,4.06,79,HOME_AND_GARDEN,NEW_WITH_DEFECT,AUCTION
Y2GU4NQV0E,4807.58,VVBCXX8VWR9SJOMZONPU48Y9M7J8KOVAJ5HE53A1HIA57ON3E9,4.73,51,HEALTH,NEW,BUY_NOW
4J3WDEI9BK,3188.69,LVF2FL76EYKG5MDHV60YKM0EG9RS73L15B3G70NMNP89P3WMJF,3.69,77,HOME_AND_GARDEN,USED,BUY_NOW
KJZ6JNRSZF,366.58,8GX1U5DOTS7EF32QIZCQBWG0G2HLIVGYIND5MUTPPQUZW6C1AH,3.01,38,BEAUTY,USED,BUY_NOW
PP8KGG5F6S,4767.73,8E112D7LR5JN5N9ZNF5JL72D2TGRKWXXT2IW9Y0L29WA8D4ZZ2,1.91,50,AUTOMOTIVE,NEW_WITH_DEFECT,AUCTION
RE9FKISCIK,1915.56,359RXVAD11IRZ9XDDC3N4V35SG2IJMVJ51RWCEAO66HQADADED,2.26,70,ELECTRONICS,NEW_WITH_DEFECT,BUY_NOW
G6X7WNLHQF,3594.1,FEXKABUVNCUAQPF77WA1SFNF217QK7IYRFQRN6XYFHLXW24XQT,4.85,39,HEALTH,USED,BUY_NOW
NNV5YGUMEN,2626.57,2LBXD8TZUKBJG0IIBS93WSKCBBUT3ALV44UZVMVPXDT8YWYAOH,2.35,53,ELECTRONICS,NEW_WITH_DEFECT,BUY_NOW
2OML3EAO4E,1647.37,BR25X44NUPY7UV5M3BM0WOPVWUXQK2LYI5SEKDO38BATJQ7UKB,4.53,10,HOME_AND_GARDEN,NEW,BUY_NOW
9KJ09C2G8H,3314.59,0DK77M6U4CH9M9DFHNC0G5R30HAO9WWU38ZPI871YVUR3FCD09,3.25,41,AUTOMOTIVE,NEW,AUCTION
WD9GG32VC8,4716.33,NG828O68ARNPQ4DEYP6NYKJXC47B4XYEMDEBPUMA1HSTLU1PNB,5.0,41,HEALTH,NEW,AUCTION
6PXG93RA9Z,3913.28,ZRDGAOYTWU18HX0GS5WQERQNHOLPN5FG0KSIZPMREMZMEHCGQK,4.98,41,HEALTH,USED,AUCTION
O7UX1HGIK1,1288.14,98FLNMGL0VKZ6I185P6H0JP3YO0QJUB3V6H1K22024RNXXVNQX,4.29,37,ART,NEW_WITH_DEFECT,BUY_NOW
P1PD0E4ULE,1859.13,JMRE617901ND5SJ0NP1BILB9MNALGFIXIU0W5LC5T5OT87958I,0.98,20,HEALTH,NEW_WITH_DEFECT,BUY_NOW
BR7QCRWOCD,4652.47,X12DXOJ39VB7J17MCR4ZI9KY81IIXF7HD3AB103SZ9S5X9UV9Q,2.88,89,ART,NEW_WITHOUT_TAG,BUY_NOW
D1E0M9X07J,1788.73,98CHPIFFP6P5YJKFQ38551DEYBNT6VJ7XT7KDXB6WWDWTJNKYA,3.98,75,ART,NEW_WITHOUT_TAG,BUY_NOW
CUGBFOGB8P,4889.93,E3VRP545R6A6NS939XKPWGQ444KTG2CHB4IFYRCYCN31U9RKHO,4.23,31,SPORT,USED,AUCTION
OJ3TAHPFOY,3638.99,9M8I4NAAAEZZMDMSRGR98T59Y6V1X6ND2JPLVXX1JPJITR2S4W,2.97,32,ART,NEW_WITHOUT_TAG,BUY_NOW
S3EHTZLX46,3418.82,YBLVF7K3FMI75SDMLZBNLVZ4X5D8GNAKBEQ3XHT1Q8OO1PVISO,2.38,50,ELECTRONICS,USED,AUCTION
88NVZSCKCX,4452.28,VNX0E1LNLLPH4A6OQS3M20D12E8X8JT97WCSMKBXGAWEG54575,4.82,29,BEAUTY,NEW,AUCTION
3BL0G4LGFC,4865.92,UC9GTH4X91DKLR8K8M8PIX0B4GNYHZ4GMIBGATQTSNA1QLX3AA,1.32,24,BEAUTY,USED,AUCTION
OA22ML5W3N,3039.59,RQU6UVMLTOUNJ3GOIZ10XR7I2H3N1SYIRT1K5YCVZ6NCCA1MPS,2.81,68,BEAUTY,USED,BUY_NOW
IQA139QDFS,1335.83,K5SFB1P4NQFWNP20MCO6LQW6BPPQFHQPMME2H9RZ83PO1CFJBQ,1.77,11,HEALTH,NEW_WITH_DEFECT,BUY_NOW
KMCPOB7OUM,4011.63,9WV743HJ2KNVP4NTAQ4CMZ2K49BWADG134BHQJFBE7D9N0OG8U,1.81,2,FOOD,NEW_WITHOUT_TAG,BUY_NOW
QF8CVVX98D,1628.03,M4SWI82G9ZJJ2O0N8F1VUFQA458LZPJLH8P42JNJ15AOTNQ79L,1.41,95,HOME_AND_GARDEN,NEW,BUY_NOW
WUE8TK1K0M,136.83,WZY7CRU39Y6CQE3N7SE8NEONGL66EMUW9L4BPSLSWK1CBZF9R8,1.59,25,FASHION,NEW_WITH_DEFECT,AUCTION
E6OK295ZO7,4646.19,K8OBH6ZPVZE1G7PZXEINDJT37JK5MFN1STA62WCTU6R56FAT1T,0.81,36,BEAUTY,USED,AUCTION
A7B492SZLZ,2129.66,A3TJDSLRZ6LSTGZS24H16302EO3WCOZX0PKY286HBF2LEOV3GB,4.58,45,FOOD,NEW_WITHOUT_TAG,AUCTION
G0U43KJ9Q2,509.53,BV9JYTQIWPEUFKQWH1PILSSX2QTQ2D445R5D5VWX8K1VGX7DFH,0.09,28,ELECTRONICS,NEW_WITHOUT_TAG,AUCTION
FXA37YH9P3,810.4,8OVQ5U4CY2I0IWAFPM3SXSCPRLN376E8W671VRMKHSXYXETIRJ,2.4,41,ELECTRONICS,NEW,AUCTION
U05MX7266K,1177.68,13BRBVTV9CJJ8NB1TB4R1WL6B6QPV4MM9OYK8JH9AT49Y1M5IU,0.13,62,SPORT,USED,BUY_NOW
IHHZOTYFWS,3234.6,T79LO3H9LD7ADV5EBTL3KMI7FSZH5NM55DGIOFHM13G5VYNZH4,3.68,100,HEALTH,NEW_WITHOUT_TAG,BUY_NOW
3IF67YG5QR,1412.98,6TS52Q0EB3IS4CKD90BNM7F38GESCE9MRZTM6VVRM4T0RRI1C7,1.21,85,HEALTH,NEW,AUCTION
RDBZ0CKBTS,4793.23,9A1Y7YS7MXS6JQN1YPNJ0WYTUV027H4F45FD8523TKSLV38PVB,2.25,46,AUTOMOTIVE,NEW_WITH_DEFECT,BUY_NOW
NI02VN8EYJ,3432.52,B9DRN0QYJOXGZ1UKSDVJ7AGG94QN7HOX9AGK9DQ183G76NG7DA,2.31,61,HEALTH,NEW,BUY_NOW
BLNOK3RXBZ,4577.5,LQFX2IG8VQYSRIT98AOOGPFCO336C4WT0ZOEG0RULX7ZLG8SVC,0.62,5,ART,USED,AUCTION
JP9RO3LZE9,3871.68,M2LM1RX9YSG30I4VR1LYACN4OW1G5Z2YDCXRDQJEWJUIM9RKFL,1.4,29,FASHION,NEW_WITHOUT_TAG,BUY_NOW
WYZ7VYRS14,2248.94,AD3PFIBV4O6RZZJE0R1326Z6N4LU9TK4F98COKCLAT5Y0G4WHT,4.25,53,AUTOMOTIVE,NEW,AUCTION
BKTA4TI3FN,3156.16,DWYDWB6T2J70VBH7XXRMKVVE31AR88YCF7MPBP0JVO4D280BQQ,0.57,80,ART,NEW_WITHOUT_TAG,BUY_NOW
C2S7FQ15HG,51.45,7EV3JE4E0APGWUXKG3B7RONJ9RGC1KJUJ9JSEMZ8LTIOYBWQHP,1.61,89,FOOD,NEW_WITH_DEFECT,BUY_NOW
9VYUDX9M7C,71.35,J397MZLQ1OTGMXT2KQFOL5817ON8H2A8EDP1KL2XTSWSC7BYS3,0.54,33,HOME_AND_GARDEN,NEW_WITH_DEFECT,AUCTION
STCIUWUCAO,2603.04,D6YJ55PJHKORPCQO94SN699AS10OCNUBBRYK6GIXRPITPU7MQJ,1.73,29,HOME_AND_GARDEN,NEW_WITHOUT_TAG,AUCTION
XMR72C62A0,2246.71,UISCWTWSIZ97H1LG14PZIHU464DGGJ6IVF2MSZDN4NYVHPK187,0.86,53,ART,NEW,AUCTION
0767I5M3WZ,4937.16,JDLC2DJH0PQQQJFOENEGW53BD8U8ELMR3PNDAJ7NZJIXMBJ1Z2,4.67,6,HOME_AND_GARDEN,USED,AUCTION
YLFI5MCT1W,3448.45,WHWCHUY0W2QA6GS55DYEGXAGFPMDOR4NTF8ES56FQXPXSCKAPU,4.64,32,ELECTRONICS,NEW,AUCTION
WYI87FJ6XN,1858.61,GBFX5A6YQMRJ57J5LRHUBKJFIDM86XVJP9LDHDMZ1IVRSPVTQQ,2.06,29,SPORT,NEW_WITHOUT_TAG,BUY_NOW
W2RBJGHC65,612.4,UR1W2RLNJHZV0JJ2EMDSNQ8C8BICXD7XYSLKY3ITC4J9E10IY3,0.82,98,SPORT,USED,AUCTION
X1L64RQ11U,3766.7,IMBFZ58VAYW1BHH8MUG6R1G9R8R0I4CH9UMT4HE33OYYBEBAG8,0.01,43,BEAUTY,NEW_WITH_DEFECT,AUCTION
5WOW35TNKG,4625.29,XW8WQ7TUDCV15FW1L5EG7CCKQ2WPD0L5HROXC5EU3532HYANB3,4.29,1,HOME_AND_GARDEN,NEW_WITHOUT_TAG,BUY_NOW
2A5DN9HYJH,4207.92,AC0A2SJGWFI073FFOS6WLW7GXJ0686JI3VBQC3E81ZZXUE79UJ,2.55,47,FASHION,USED,AUCTION
G9BLWF0KQ3,3199.54,WROPNPTBFRGLPJFGY3ZYZQF6YUBP0MHULHUCHC2459RET7O555,2.61,25,ART,USED,AUCTION
I86OMTBX2E,2934.69,JRAWGXKZX2Y9E0MGXFDBZCKTPCAQXC98Z4HZO38EO6VENDMP87,1.33,67,HEALTH,NEW,AUCTION
8RTZOXSV5Y,859.81,LXC9G56LGRKAU652UQ32NMRNE4X32QSTBUFL0HUDYNUAJDDQ71,2.29,38,FASHION,USED,BUY_NOW
JNOCMUFBT0,4854.78,CPTZ9KWE2QXM22G0UIVYJCL95YGNNMQWHNJU7MVMVWQLDZ0CNN,4.69,53,FASHION,NEW,BUY_NOW
L8YWSPCQY7,2145.53,K71JIDFWVFVN9R16GPXRORFP9BAO6BTNUYBDP8NQT6P8KQI8A3,4.04,12,ART,NEW,BUY_NOW
8DBDKQNGDH,4650.9,T7OWWOEHYJ2P2LFZZHV3KDM36Z2PN10212AP00KZ4YIYGGB783,4.4,82,HEALTH,NEW_WITH_DEFECT,AUCTION
QF9FQI0V56,499.86,MDNU4RIE7OZL8RA0EFGFA57FWLC0M41M5IUIJG4VIA35X764I3,4.97,65,AUTOMOTIVE,USED,BUY_NOW
302S1ZV5LE,4697.97,07515WIIC9J6K96HI16PST2S2VJP44A1OS06SFF03MWDB9NZ98,3.64,24,SPORT,NEW_WITH_DEFECT,AUCTION
PG0HU401ID,4806.95,VQXKBMPUV79GYQYEK427EIWQUGV5VWP9LLE1NQHXY68B3ZP3M4,4.29,42,HEALTH,NEW_WITH_DEFECT,AUCTION
JUA171JQAW,1287.1,HCFRJQX1FPKNP4BRP9V14FXZPHT0WZJMDB429MAVY3NVZFQX6Z,0.71,84,ART,USED,AUCTION
7S3ICZX7YC,132.92,HN36ECE083NOJYEILG3APGU7B0A0V7KX4PFV7OUP4ROXBUK2MN,0.22,51,ART,NEW,BUY_NOW
2FO3EYEDW1,4237.58,XSFT0DF1BHQIGJZSVU4XEI2AB4EFQ8JAT3099O4KCOT8ZJJXHB,4.3,90,ELECTRONICS,NEW,BUY_NOW
YGXTG846PH,3212.63,930ASSS6BLQ9HRDYMJSLZAW08BJB8REPUDGG9FO4XGP81A6CZH,3.73,100,FOOD,USED,AUCTION
8ISI5TLXRM,2653.3,E7O6115LVTXVXXATJW0G02VCX6UDZRKZ6E97TEC4D5H5GEIT5M,2.12,28,BEAUTY,NEW_WITHOUT_TAG,BUY_NOW
LAHDFPQXQ7,191.88,IEDDXZ8UVI6NK5DGR8Z1IGYUYOGRY1F8T0GSN8VXYQ1B7AD363,3.71,83,AUTOMOTIVE,NEW,AUCTION
HXVQEIKDBX,401.07,JFD4V03666T32Z9AMEFXRDIZ8OS74ZF9R03IEV3CQC9S7NDCM5,2.57,10,AUTOMOTIVE,NEW_WITHOUT_TAG,BUY_NOW
CALTLAL9D9,3334.8,UE6X6V1WWRMDL21MA1P83UK2XK82I0TPIN8AMSCLSCGX63C9V7,4.45,64,FASHION,USED,AUCTION
4G7SZ1X41F,2156.97,8FLS491ODTI0IHBIEO6XO215A9JO1T3YJBS52Z01SYWRZIBQW9,2.05,4,HOME_AND_GARDEN,NEW_WITH_DEFECT,BUY_NOW
2SQ7Q9UKD2,1897.34,71XLKLEVK0720O81JMF0LYYT1NZHSTGNAAZ0HD1Y2FUJDRMFUL,0.17,75,ELECTRONICS,NEW,BUY_NOW
T3T5U5B7CD,1534.37,IH2O8RC9QKWU00WE6WZMH4F3BIZKBSKX6HB8AVS7U13IYOEQ71,3.38,99,ELECTRONICS,NEW,AUCTION
KMWRS05AJB,4046.93,W4R8WJ72FVDEALOX9G01AUB17VXZC275W0NT5F4W6EEW10LEYH,3.45,100,HOME_AND_GARDEN,NEW_WITH_DEFECT,AUCTION
8Y9E2LFEKG,3052.8,G0SETDWE12SURWD5KSOBBZVJZ1QKXL2UKWRSE8ACPI7HRG3L9W,3.92,46,SPORT,USED,AUCTION
VXMRYFER1M,648.85,VYD47VUD709VP65FDPCZ28TFG76OV5Z8U00BYFDUVVA37R9SMZ,3.48,39,FASHION,NEW_WITHOUT_TAG,BUY_NOW
G30LNWC8EY,3566.97,IQBO9EU8I17TDV6EZR98VNTO519O9ZK6OOPDVLIU299YM51GT5,4.71,36,ART,NEW,BUY_NOW
Z42V5YI157,3512.64,UBZYNVA7FH4I54FFNCMJRAASTA1JLDT4FRP77EBV7K7HEGIQ15,2.32,78,ART,NEW_WITHOUT_TAG,BUY_NOW
N8Q4ZI0U9Z,1101.13,Q7HJ34KMOXMHNE5E9KERP2WDRY6HMCP6ZFHE0WNQYOJJDHGYCD,0.22,87,FASHION,NEW_WITHOUT_TAG,BUY_NOW
N9GT61ZVMD,2966.58,XOAHXD9L6P8IEQAZTIJATABEVD07YV1E3WK7JAPB0VHIYAE6TJ,2.16,19,FASHION,USED,AUCTION
EWS679L34J,4658.76,ERVC51479XY6U1E1W74A65WG8IEOWLJAPDNR2MIF0YWYFEL01M,4.45,66,ELECTRONICS,NEW,AUCTION
PMONMVDDOZ,4864.28,0ABLZ8NR97D7F6L8E659AHXHIRXBIDP6WB8QEIS3TLCX4WS42S,4.31,89,ELECTRONICS,NEW_WITHOUT_TAG,BUY_NOW
B6EL1M6HZD,3745.39,CIWER5H8MKC9PKK26JIQ3TGJB55HBUPC6LPG3108FW5GPKXPMT,3.9,97,ART,USED,BUY_NOW
ZGOQNPVVFA,1768.71,42GOMYYAYR4WYRGQLWOFUVHICVOEESKF9DXTOB26T755VANKL8,4.33,12,ART,NEW_WITH_DEFECT,BUY_NOW
N2ZK63T0DW,3414.73,ZIVCSQVNWLO0U4CTT81UEOSQRM46YHPJSSK3DSV5BJCWWMC0CH,0.61,84,FASHION,USED,AUCTION
WAWDQ9L1C9,3046.86,XJCOJYQ080OZXDPS1ETBUR6DYA32WZVEYDPERASFHK4K847023,0.63,89,HEALTH,USED,AUCTION
I342J1F1J7,4019.63,84WUKZ4GFAESJPUX5BQRFTC6MGLWDVTLSOITNC9UW3TLV6OTLU,2.19,69,FOOD,NEW_WITHOUT_TAG,AUCTION
J88UD5U9J6,1262.12,KCV4C07SPZ1U67U36D761EXBRMQTL7HNIMVGP7B0R2OCIPPDTM,1.0,50,AUTOMOTIVE,NEW_WITH_DEFECT,BUY_NOW
DES8D84BA1,4648.05,Z4DTKVTKQUV1Z4S3ZMRKZUGTY61UO3RBXWFQPEZIT8DFS9ADPP,0.59,20,BEAUTY,USED,AUCTION
53J2O4K9DF,4259.97,OC6P5PD1D5J28RD00RGE8PRXBKRF0ET5B91EDAZQNOKVXGKWMB,1.47,65,FOOD,NEW,AUCTION
KO8KW0FAS6,1500.71,E1DMGO3V3U20JJD5KTOTUWYLIKQEQHSYWYWAW17SQ8K8JEK4J6,3.63,36,AUTOMOTIVE,NEW_WITHOUT_TAG,AUCTION
83S3LBWH7S,1201.59,N4PHO7911FWLGZO1T2Z45X0MWCD24AVPHLXHFXIRPVU5MESOVB,1.15,58,ELECTRONICS,NEW_WITHOUT_TAG,BUY_NOW
LDKAJXPA4Y,3643.27,E9IML92EMXVVW1DUDCV1D2HVIIPICXHD295ZHOYA6FAL0I0OF2,0.32,11,FOOD,NEW_WITHOUT_TAG,AUCTION
HPQO6W7KVM,3698.44,GQD71GEKIGSUCFMLRD7KR1GOX6K79G1K5R06HTVKTTBC0XB72T,4.07,99,SPORT,NEW,BUY_NOW
OL928DVLCQ,4802.36,IHENIXBISKKUSBANJ1SMJ8V7IC4W7V1LNLE29WPW3A1XCMX6PK,0.45,83,HOME_AND_GARDEN,NEW_WITHOUT_TAG,BUY_NOW
32FQ7LAYCI,729.25,99BELI5YQZ5JRLR1X8WB7S8NL0PDCQMGDW1DAZBSULXR2W7KE3,3.46,12,FASHION,USED,BUY_NOW
5V3I4PR3BD,2575.03,C1I6V0JBJ08X4RC7X973GF3PGHATRERSZ9GUB7DHQ6CPNVAXIM,3.84,46,HEALTH,NEW_WITH_DEFECT,BUY_NOW
QVHTO37G77,1498.13,T4G64P190TF285WT9IW1G7BH7DQEBQ3U6W2RCHQDNRIA6PAXJA,1.25,99,BEAUTY,NEW_WITH_DEFECT,BUY_NOW
8GF8OGM68C,2247.76,W67YHMTNKAP7Y2A42GYRR7GTLGKPDHZ420OK86XJYJRYO3QOPF,4.69,9,FASHION,USED,AUCTION
D8LL5EMKS4,3806.38,CJG2MPIHBBKPI31AGFC7I0CS7MVDZJGXJEHS1744RD9YOZMS1G,0.3,8,AUTOMOTIVE,NEW,BUY_NOW
AWSD1WDRBJ,3860.74,Q8F9GPAF3ED7HHGKWGY8JPHOJHG0BIM6X34PWL2LHMEGI60S9R,0.23,88,SPORT,NEW_WITHOUT_TAG,AUCTION
8VZM3UXIZU,1847.87,G02LS5VHWYGU289R4RPZ4S0T3YZUMOBR2JPK4MI2EM630KOARZ,2.84,84,FOOD,NEW_WITHOUT_TAG,AUCTION
QES7V83FN5,3722.63,GBDN45RSQAAU5ASNFV72BEYA7FXSCO2HHI0XBCXTQ6N3JC86FI,4.79,34,SPORT,NEW_WITH_DEFECT,BUY_NOW
